title,venue,year,author,volume,url
A Huber Loss Minimization Approach to Byzantine Robust Federated Learning.,AAAI,2024,"Puning Zhao, Fei Yu, Zhiguo Wan",,https://doi.org/10.1609/aaai.v38i19.30181
A Primal-Dual Algorithm for Hybrid Federated Learning.,AAAI,2024,"Tom Overman, Garrett Blum, Diego Klabjan",,https://doi.org/10.1609/aaai.v38i13.29363
A Privacy Preserving Federated Learning (PPFL) Based Cognitive Digital Twin (CDT) Framework for Smart Cities.,AAAI,2024,,,https://doi.org/10.1609/aaai.v38i21.30400
Adapted Weighted Aggregation in Federated Learning.,AAAI,2024,,,https://doi.org/10.1609/aaai.v38i21.30557
Algorithmic Foundation of Federated Learning with Sequential Data.,AAAI,2024,,,https://doi.org/10.1609/aaai.v38i20.30291
Beyond Traditional Threats: A Persistent Backdoor Attack on Federated Learning.,AAAI,2024,"Tao Liu, Yuhang Zhang, Zhu Feng, Zhiqin Yang, Chen Xu 0008, Dapeng Man, Wu Yang 0001",,https://doi.org/10.1609/aaai.v38i19.30131
CLIP-Guided Federated Learning on Heterogeneity and Long-Tailed Data.,AAAI,2024,"Jiangming Shi, Shanshan Zheng, Xiangbo Yin, Yang Lu, Yuan Xie, Yanyun Qu",,https://doi.org/10.1609/aaai.v38i13.29416
Calibrated One Round Federated Learning with Bayesian Inference in the Predictive Space.,AAAI,2024,"Mohsin Hasan, Guojun Zhang, Kaiyang Guo, Xi Chen, Pascal Poupart",,https://doi.org/10.1609/aaai.v38i11.29122
Combating Data Imbalances in Federated Semi-supervised Learning with Dual Regulators.,AAAI,2024,"Sikai Bai, Shuaicheng Li, Weiming Zhuang, Jie Zhang, Kunlin Yang, Jun Hou, Shuai Yi, Shuai Zhang, Junyu Gao 0001",,https://doi.org/10.1609/aaai.v38i10.28974
Complementary Knowledge Distillation for Robust and Privacy-Preserving Model Serving in Vertical Federated Learning.,AAAI,2024,"Dashan Gao 0002, Sheng Wan, Lixin Fan, Xin Yao, Qiang Yang 0001",,https://doi.org/10.1609/aaai.v38i18.29958
Concealing Sensitive Samples against Gradient Leakage in Federated Learning.,AAAI,2024,"Jing Wu, Munawar Hayat, Mingyi Zhou, Mehrtash Harandi",,https://doi.org/10.1609/aaai.v38i19.30171
Data Disparity and Temporal Unavailability Aware Asynchronous Federated Learning for Predictive Maintenance on Transportation Fleets.,AAAI,2024,"Leonie von Wahl, Niklas Heidenreich, Prasenjit Mitra, Michael Nolting, Nicolas Tempelmeier",,https://doi.org/10.1609/aaai.v38i14.29467
EMGAN: Early-Mix-GAN on Extracting Server-Side Model in Split Federated Learning.,AAAI,2024,"Jingtao Li, Xing Chen, Li Yang 0009, Adnan Siraj Rakin, Deliang Fan, Chaitali Chakrabarti",,https://doi.org/10.1609/aaai.v38i12.29258
Efficient Asynchronous Federated Learning with Prospective Momentum Aggregation and Fine-Grained Correction.,AAAI,2024,"Yu Zang, Zhe Xue, Shilong Ou, Lingyang Chu, Junping Du, Yunfei Long",,https://doi.org/10.1609/aaai.v38i15.29603
Exploiting Label Skews in Federated Learning with Model Concatenation.,AAAI,2024,"Yiqun Diao, Qinbin Li, Bingsheng He",,https://doi.org/10.1609/aaai.v38i10.29063
Exploring One-Shot Semi-supervised Federated Learning with Pre-trained Diffusion Models.,AAAI,2024,"Mingzhao Yang, Shangchao Su, Bin Li 0015, Xiangyang Xue",,https://doi.org/10.1609/aaai.v38i15.29568
FairTrade: Achieving Pareto-Optimal Trade-Offs between Balanced Accuracy and Fairness in Federated Learning.,AAAI,2024,"Maryam Badar, Sandipan Sikdar, Wolfgang Nejdl, Marco Fisichella",,https://doi.org/10.1609/aaai.v38i10.28971
Fed-QSSL: A Framework for Personalized Federated Learning under Bitwidth and Data Heterogeneity.,AAAI,2024,"Yiyue Chen, Haris Vikalo, Chianing Wang",,https://doi.org/10.1609/aaai.v38i10.29025
FedASMU: Efficient Asynchronous Federated Learning with Dynamic Staleness-Aware Model Update.,AAAI,2024,"Ji Liu 0003, Juncheng Jia, Tianshi Che, Chao Huo, Jiaxiang Ren 0001, Yang Zhou 0001, Huaiyu Dai, Dejing Dou",,https://doi.org/10.1609/aaai.v38i12.29297
FedCD: Federated Semi-Supervised Learning with Class Awareness Balance via Dual Teachers.,AAAI,2024,"Yuzhi Liu, Huisi Wu, Jing Qin 0001",,https://doi.org/10.1609/aaai.v38i4.28175
FedCSL: A Scalable and Accurate Approach to Federated Causal Structure Learning.,AAAI,2024,"Xianjie Guo, Kui Yu, Lin Liu, Jiuyong Li",,https://doi.org/10.1609/aaai.v38i11.29113
FedCompetitors: Harmonious Collaboration in Federated Learning with Competing Participants.,AAAI,2024,"Shanli Tan, Hao Cheng, Xiaohu Wu, Han Yu, Tiantian He, Yew Soon Ong, Chongjun Wang, Xiaofeng Tao",,https://doi.org/10.1609/aaai.v38i14.29446
FedDAT: An Approach for Foundation Model Finetuning in Multi-Modal Heterogeneous Federated Learning.,AAAI,2024,"Haokun Chen, Yao Zhang, Denis Krompass, Jindong Gu, Volker Tresp",,https://doi.org/10.1609/aaai.v38i10.29007
FedDiv: Collaborative Noise Filtering for Federated Learning with Noisy Labels.,AAAI,2024,"Jichang Li, Guanbin Li, Hui Cheng, Zicheng Liao, Yizhou Yu",,https://doi.org/10.1609/aaai.v38i4.28095
FedGCR: Achieving Performance and Fairness for Federated Learning with Distinct Client Types via Group Customization and Reweighting.,AAAI,2024,"Shu-Ling Cheng, Chin-Yuan Yeh, Ting-An Chen, Eliana Pastor, Ming-Syan Chen",,https://doi.org/10.1609/aaai.v38i10.29031
FedLF: Layer-Wise Fair Federated Learning.,AAAI,2024,"Zibin Pan, Chi Li, Fangchen Yu, Shuyi Wang, Haijin Wang, Xiaoying Tang, Junhua Zhao",,https://doi.org/10.1609/aaai.v38i13.29368
FedMut: Generalized Federated Learning via Stochastic Mutation.,AAAI,2024,"Ming Hu 0003, Yue Cao, Anran Li, Zhiming Li, Chengwei Liu, Tianlin Li, Mingsong Chen, Yang Liu 0003",,https://doi.org/10.1609/aaai.v38i11.29146
FedST: Federated Style Transfer Learning for Non-IID Image Segmentation.,AAAI,2024,"Boyuan Ma, Xiang Yin, Jing Tan, Yongfeng Chen, Haiyou Huang, Hao Wang, Weihua Xue, Xiaojuan Ban",,https://doi.org/10.1609/aaai.v38i5.28199
Federated Adaptive Prompt Tuning for Multi-Domain Collaborative Learning.,AAAI,2024,"Shangchao Su, Mingzhao Yang, Bin Li 0015, Xiangyang Xue",,https://doi.org/10.1609/aaai.v38i13.29434
Federated Causality Learning with Explainable Adaptive Optimization.,AAAI,2024,"Dezhi Yang, Xintong He, Jun Wang, Guoxian Yu, Carlotta Domeniconi, Jinglin Zhang",,https://doi.org/10.1609/aaai.v38i15.29566
Federated Graph Learning under Domain Shift with Generalizable Prototypes.,AAAI,2024,"Guancheng Wan, Wenke Huang, Mang Ye",,https://doi.org/10.1609/aaai.v38i14.29468
Federated Label-Noise Learning with Local Diversity Product Regularization.,AAAI,2024,"Xiaochen Zhou, Xudong Wang 0001",,https://doi.org/10.1609/aaai.v38i15.29659
Federated Learning via Input-Output Collaborative Distillation.,AAAI,2024,"Xuan Gong, Shanglin Li, Yuxiang Bao, Barry Yao, Yawen Huang, Ziyan Wu, Baochang Zhang 0001, Yefeng Zheng 0001, David S. Doermann",,https://doi.org/10.1609/aaai.v38i20.30209
Federated Learning with Extremely Noisy Clients via Negative Distillation.,AAAI,2024,"Yang Lu, Lin Chen, Yonggang Zhang, Yiliang Zhang, Bo Han, Yiu-ming Cheung, Hanzi Wang",,https://doi.org/10.1609/aaai.v38i13.29329
Federated Partial Label Learning with Local-Adaptive Augmentation and Regularization.,AAAI,2024,"Yan Yan 0025, Yuhong Guo",,https://doi.org/10.1609/aaai.v38i15.29562
HiFi-Gas: Hierarchical Federated Learning Incentive Mechanism Enhanced Gas Usage Estimation.,AAAI,2024,"Hao Sun, Xiaoli Tang, Chengyi Yang, Zhenpeng Yu, Xiuli Wang, Qijie Ding, Zengxiang Li, Han Yu",,https://doi.org/10.1609/aaai.v38i21.30317
Integer Is Enough: When Vertical Federated Learning Meets Rounding.,AAAI,2024,"Pengyu Qiu, Yuwen Pu, Yongchao Liu, Wenyan Liu, Yun Yue, Xiaowei Zhu, Lichun Li, Jinbao Li, Shouling Ji",,https://doi.org/10.1609/aaai.v38i13.29388
Knowledge Transfer via Compact Model in Federated Learning (Student Abstract).,AAAI,2024,"Jiaming Pei, Wei Li, Lukun Wang",,https://doi.org/10.1609/aaai.v38i21.30498
Knowledge-Aware Parameter Coaching for Personalized Federated Learning.,AAAI,2024,"Mingjian Zhi, Yuanguo Bi, Wenchao Xu 0001, Haozhao Wang, Tianao Xiang",,https://doi.org/10.1609/aaai.v38i15.29651
LR-XFL: Logical Reasoning-Based Explainable Federated Learning.,AAAI,2024,"Yanci Zhang, Han Yu",,https://doi.org/10.1609/aaai.v38i19.30179
Multi-Dimensional Fair Federated Learning.,AAAI,2024,"Cong Su, Guoxian Yu, Jun Wang, Hui Li, Qingzhong Li, Han Yu 0001",,https://doi.org/10.1609/aaai.v38i13.29430
On Disentanglement of Asymmetrical Knowledge Transfer for Modality-Task Agnostic Federated Learning.,AAAI,2024,"Jiayi Chen, Aidong Zhang",,https://doi.org/10.1609/aaai.v38i10.29010
On the Role of Server Momentum in Federated Learning.,AAAI,2024,"Jianhui Sun, Xidong Wu, Heng Huang, Aidong Zhang",,https://doi.org/10.1609/aaai.v38i13.29439
PICSR: Prototype-Informed Cross-Silo Router for Federated Learning (Student Abstract).,AAAI,2024,"Eric Enouen, Sebastian Caldas, Mononito Goswami, Artur Dubrawski",,https://doi.org/10.1609/aaai.v38i21.30438
PPIDSG: A Privacy-Preserving Image Distribution Sharing Scheme with GAN in Federated Learning.,AAAI,2024,"Yuting Ma, Yuanzhi Yao, Xiaohua Xu",,https://doi.org/10.1609/aaai.v38i13.29339
Performative Federated Learning: A Solution to Model-Dependent and Heterogeneous Distribution Shifts.,AAAI,2024,"Kun Jin, Tongxin Yin, Zhongzhu Chen, Zeyu Sun, Xueru Zhang, Yang Liu, Mingyan Liu",,https://doi.org/10.1609/aaai.v38i11.29191
Point Transformer with Federated Learning for Predicting Breast Cancer HER2 Status from Hematoxylin and Eosin-Stained Whole Slide Images.,AAAI,2024,"Bao Li, Zhenyu Liu, Lizhi Shao, Bensheng Qiu, Hong Bu, Jie Tian",,https://doi.org/10.1609/aaai.v38i4.28082
Provably Convergent Federated Trilevel Learning.,AAAI,2024,"Yang Jiao, Kai Yang 0001, Tiancheng Wu, Chengtao Jian, Jianwei Huang",,https://doi.org/10.1609/aaai.v38i11.29190
Resisting Backdoor Attacks in Federated Learning via Bidirectional Elections and Individual Perspective.,AAAI,2024,"Zhen Qin, Feiyi Chen, Chen Zhi, Xueqiang Yan, Shuiguang Deng",,https://doi.org/10.1609/aaai.v38i13.29385
Task-Agnostic Privacy-Preserving Representation Learning for Federated Learning against Attribute Inference Attacks.,AAAI,2024,"Caridad Arroyo Arevalo, Sayedeh Leila Noorbakhsh, Yun Dong, Yuan Hong, Binghui Wang",,https://doi.org/10.1609/aaai.v38i10.28965
Towards Fair Graph Federated Learning via Incentive Mechanisms.,AAAI,2024,"Chenglu Pan, Jiarong Xu, Yue Yu, Ziqi Yang, Qingbiao Wu, Chunping Wang, Lei Chen, Yang Yang 0009",,https://doi.org/10.1609/aaai.v38i13.29365
Towards the Robustness of Differentially Private Federated Learning.,AAAI,2024,"Tao Qi, Huili Wang, Yongfeng Huang 0001",,https://doi.org/10.1609/aaai.v38i18.29967
z-SignFedAvg: A Unified Stochastic Sign-Based Compression for Federated Learning.,AAAI,2024,"Zhiwei Tang, Yanmeng Wang, Tsung-Hui Chang",,https://doi.org/10.1609/aaai.v38i14.29454
Fuzzy Clustered Federated Learning Under Mixed Data Distributions.,AAMAS,2024,"Peng Tang, Lifan Wang, Weidong Qiu, Zheng Huang, Qiangmin Wang",,https://dl.acm.org/doi/10.5555/3635637.3663207
Federated Learning for Mobility Applications.,ACM Comput. Surv.,2024,"Melike Gecer, Benoît Garbinato",56,https://doi.org/10.1145/3637868
Heterogeneous Federated Learning: State-of-the-art and Research Challenges.,ACM Comput. Surv.,2024,"Mang Ye, Xiuwen Fang, Bo Du 0001, Pong C. Yuen, Dacheng Tao",56,https://doi.org/10.1145/3625558
Privacy and Fairness in Federated Learning: On the Perspective of Tradeoff.,ACM Comput. Surv.,2024,"Huiqiang Chen, Tianqing Zhu, Tao Zhang 0055, Wanlei Zhou 0001, Philip S. Yu",56,https://doi.org/10.1145/3606017
Evaluation of Thermal Stress on IoT-based Federated Learning.,ACM Southeast Regional Conference,2024,"Yi Gu, Liang Zhao, Bobin Deng, Shaoen Wu",,https://doi.org/10.1145/3603287.3651222
Watermarking in Secure Federated Learning: A Verification Framework Based on Client-Side Backdooring.,ACM Trans. Intell. Syst. Technol.,2024,"Wenyuan Yang, Shuo Shao, Yue Yang, Xiyao Liu 0001, Ximeng Liu, Zhihua Xia, Gerald Schaefer, Hui Fang 0003",15,https://doi.org/10.1145/3630636
EFMVFL: An Efficient and Flexible Multi-party Vertical Federated Learning without a Third Party.,ACM Trans. Knowl. Discov. Data,2024,"Yimin Huang, Wanwan Wang, Xingying Zhao, Yukun Wang, Xinyu Feng, Hao He, Ming Yao",18,https://doi.org/10.1145/3627993
FedEgo: Privacy-preserving Personalized Federated Graph Learning with Ego-graphs.,ACM Trans. Knowl. Discov. Data,2024,"Taolin Zhang, Chengyuan Mai, Yaomin Chang, Chuan Chen 0001, Lin Shu, Zibin Zheng",18,https://doi.org/10.1145/3624017
Personalized Federated Learning with Layer-Wise Feature Transformation via Meta-Learning.,ACM Trans. Knowl. Discov. Data,2024,"Jingke Tu, Jiaming Huang, Lei Yang 0024, Wanyu Lin",18,https://doi.org/10.1145/3638252
Server-Client Collaborative Distillation for Federated Reinforcement Learning.,ACM Trans. Knowl. Discov. Data,2024,"Weiming Mai, Jiangchao Yao, Chen Gong 0002, Ya Zhang 0002, Yiu-Ming Cheung, Bo Han 0003",18,https://doi.org/10.1145/3604939
Tensor-Empowered LSTM for Communication-Efficient and Privacy-Enhanced Cognitive Federated Learning in Intelligent Transportation Systems.,ACM Trans. Multim. Comput. Commun. Appl.,2024,"Ruonan Zhao, Laurence T. Yang, Debin Liu, Wanli Lu, Chenlu Zhu, Yiheng Ruan",20,https://doi.org/10.1145/3575661
A Model Personalization-based Federated Learning Approach for Heterogeneous Participants with Variability in the Dataset.,ACM Trans. Sens. Networks,2024,"Rahul Mishra 0001, Hari Prabhat Gupta",20,https://doi.org/10.1145/3629978
Addressing Heterogeneity in Federated Learning with Client Selection via Submodular Optimization.,ACM Trans. Sens. Networks,2024,"Jinghui Zhang, Jiawei Wang, Yaning Li, Fa Xin, Fang Dong 0001, Junzhou Luo, Zhihua Wu",20,https://doi.org/10.1145/3638052
Blinder: End-to-end Privacy Protection in Sensing Systems via Personalized Federated Learning.,ACM Trans. Sens. Networks,2024,"Xin Yang, Omid Ardakanian",20,https://doi.org/10.1145/3623397
FedSuper: A Byzantine-Robust Federated Learning Under Supervision.,ACM Trans. Sens. Networks,2024,"Ping Zhao 0001, Jin Jiang, Guanglin Zhang",20,https://doi.org/10.1145/3630099
Architectural Patterns for Software Design Problem-Solving in the Implementation of Federated Learning Structures Within the E-Health Sector.,AINA,2024,"Beniamino Di Martino, Domenico Di Sivo, Antonio Esposito 0001",,https://doi.org/10.1007/978-3-031-57931-8_34
Combining Federated and Ensemble Learning in Distributed and Cloud Environments: An Exploratory Study.,AINA,2024,"Fiammetta Marulli, Lelio Campanile, Stefano Marrone 0001, Laura Verde",,https://doi.org/10.1007/978-3-031-57931-8_29
Enhancing Security and Efficiency: A Lightweight Federated Learning Approach.,AINA,2024,"Chunlu Chen, Kevin I-Kai Wang, Peng Li 0017, Kouichi Sakurai",,https://doi.org/10.1007/978-3-031-57916-5_30
Personalized Federated Learning in Edge-Cloud Continuum for Privacy-Preserving Health Informatics: Opportunities and Challenges.,AINA,2024,"Mario A. Bochicchio, Sileshi Nibret Zeleke",,https://doi.org/10.1007/978-3-031-57931-8_36
PvFL-RA: Private Federated Learning for D2D Resource Allocation in 6G Communication.,AINA,2024,"Richa Kumari, Dinesh Kumar Tyagi, Ramesh Babu Battula",,https://doi.org/10.1007/978-3-031-57840-3_24
REDRAW: fedeRatED leaRning for humAn Wellbeing.,AINA,2024,"Rocco Aversa, Mario Bochicchio, Dario Branco, Mario Magliulo, Albina Orlando, Anna Pristner, Adriano Tramontano, Erika Schirinzi, Gabriele Siciliano, Salvatore Venticinque",,https://doi.org/10.1007/978-3-031-57931-8_10
Adaptive Compression in Federated Learning via Side Information.,AISTATS,2024,"Berivan Isik, Francesco Pase, Deniz Gündüz, Sanmi Koyejo, Tsachy Weissman, Michele Zorzi",,https://proceedings.mlr.press/v238/isik24a.html
BOBA: Byzantine-Robust Federated Learning with Label Skewness.,AISTATS,2024,"Wenxuan Bao, Jun Wu, Jingrui He",,https://proceedings.mlr.press/v238/bao24a.html
Communication-Efficient Federated Learning With Data and Client Heterogeneity.,AISTATS,2024,"Hossein Zakerinia, Shayan Talaei, Giorgi Nadiradze, Dan Alistarh",,https://proceedings.mlr.press/v238/zakerinia24a.html
Compression with Exact Error Distribution for Federated Learning.,AISTATS,2024,"Mahmoud Hegazy, Rémi Leluc, Cheuk Ting Li, Aymeric Dieuleveut",,https://proceedings.mlr.press/v238/hegazy24a.html
Escaping Saddle Points in Heterogeneous Federated Learning via Distributed SGD with Communication Compression.,AISTATS,2024,"Sijin Chen, Zhize Li, Yuejie Chi",,https://proceedings.mlr.press/v238/chen24d.html
Federated Learning For Heterogeneous Electronic Health Records Utilising Augmented Temporal Graph Attention Networks.,AISTATS,2024,"Soheila Molaei, Anshul Thakur, Ghazaleh Niknam, Andrew A. S. Soltan, Hadi Zare 0001, David A. Clifton",,https://proceedings.mlr.press/v238/molaei24a.html
On-Demand Federated Learning for Arbitrary Target Class Distributions.,AISTATS,2024,"Isu Jeong, Seulki Lee",,https://proceedings.mlr.press/v238/jeong24a.html
Queuing dynamics of asynchronous Federated Learning.,AISTATS,2024,"Louis Leconte, Matthieu Jonckheere, Sergey Samsonov, Eric Moulines",,https://proceedings.mlr.press/v238/leconte24a.html
Understanding Generalization of Federated Learning via Stability: Heterogeneity Matters.,AISTATS,2024,"Zhenyu Sun, Xiaochun Niu, Ermin Wei",,https://proceedings.mlr.press/v238/sun24a.html
Adaptive client selection with personalization for communication efficient Federated Learning.,Ad Hoc Networks,2024,"Allan Mariano de Souza, Filipe Maciel, Joahannes B. D. da Costa, Luiz F. Bittencourt, Eduardo Cerqueira, Antonio A. F. Loureiro, Leandro A. Villas",157,https://doi.org/10.1016/j.adhoc.2024.103462
Blockchain and federated learning-based intrusion detection approaches for edge-enabled industrial IoT networks: a survey.,Ad Hoc Networks,2024,"Saqib Ali, Qianmu Li, Abdullah Yousafzai",152,https://doi.org/10.1016/j.adhoc.2023.103320
Enhancing quality of service through federated learning in edge-cloud architecture.,Ad Hoc Networks,2024,"Jingwen Zhou, Shantanu Pal, Chengzu Dong, Kaibin Wang",156,https://doi.org/10.1016/j.adhoc.2024.103430
Secure and privacy-preserving intrusion detection in wireless sensor networks: Federated learning with SCNN-Bi-LSTM for enhanced reliability.,Ad Hoc Networks,2024,"Syed Muhammad Salman Bukhari, Muhammad Hamza Zafar, Mohamad Abou Houran, Syed Kumayl Raza Moosavi, Majad Mansoor, Muhammad Muaaz, Filippo Sanfilippo",155,https://doi.org/10.1016/j.adhoc.2024.103407
Enhancing Communication Efficiency and Training Time Uniformity in Federated Learning through Multi-Branch Networks and the Oort Algorithm.,Algorithms,2024,"Pin-Hung Juan, Ja-Ling Wu",17,https://doi.org/10.3390/a17020052
Federated deep Q-learning networks for service-based anomaly detection and classification in edge-to-cloud ecosystems.,Ann. des Télécommunications,2024,"Mays F. Al-Naday, Vlad Dobre, Martin Reed 0001, Salman Toor, Bruno Volckaert, Filip De Turck",79,https://doi.org/10.1007/s12243-023-00977-4
Exploring the potential of federated learning in mental health research: a systematic literature review.,Appl. Intell.,2024,"Samar Samir Khalil, Noha S. Tawfik, Marco Spruit",54,https://doi.org/10.1007/s10489-023-05095-1
FedSEMA: similarity-aware for representation consistency in federated contrastive learning.,Appl. Intell.,2024,"Yanbing Zhou, Yingbo Wu, Jiyang Zhou, Xin Zheng",54,https://doi.org/10.1007/s10489-023-05193-0
SHED: A Newton-type algorithm for federated learning based on incremental Hessian eigenvector sharing.,Autom.,2024,"Nicolò Dal Fabbro, Subhrakanti Dey, Michele Rossi, Luca Schenato 0001",160,https://doi.org/10.1016/j.automatica.2023.111460
A hybrid framework for glaucoma detection through federated machine learning and deep learning models.,BMC Medical Informatics Decis. Mak.,2024,"Abeer Aljohani, Rua Y. Aburasain",24,https://doi.org/10.1186/s12911-024-02518-y
Anomaly Detection of IoT Cyberattacks in Smart Cities Using Federated Learning and Split Learning.,Big Data Cogn. Comput.,2024,,8,https://doi.org/10.3390/bdcc8030021
Learning Hierarchy-Aware Federated Graph Embedding for Link Prediction.,BigComp,2024,"Ang Li, Yawen Li, Zhe Xue, Zeli Guan, Mengyu Zhuang",,https://doi.org/10.1109/BigComp60711.2024.00059
Privacy-Preserving Consumer Churn Prediction in Telecommunication Through Federated Machine Learning.,BigComp,2024,"Jaehyuk Huh 0002, Woongsup Lee",,https://doi.org/10.1109/BigComp60711.2024.00066
Model-Free-Communication Federated Learning: Framework and application to Precision Medicine.,Biomed. Signal Process. Control.,2024,"Ivanoe De Falco, Antonio Della Cioppa, Tomas Koutny, Umberto Scafuri, Ernesto Tarantino",87,https://doi.org/10.1016/j.bspc.2023.105416
Dynamic Circular Network-Based Federated Dual-View Learning for Multivariate Time Series Anomaly Detection.,Bus. Inf. Syst. Eng.,2024,"Weishan Zhang, Yuqian Wang, Leiming Chen, Yong Yuan, Xingjie Zeng, Liang Xu, Hongwei Zhao",66,https://doi.org/10.1007/s12599-023-00825-8
Afl-gan: adaptive federated learning for generative adversarial network with resource constraints.,CCF Trans. Pervasive Comput. Interact.,2024,"Yuyan Quan, Songtao Guo, Dewen Qiao, Mingyan Li",6,https://doi.org/10.1007/s42486-023-00141-w
A Distillation-Based Attack Against Adversarial Training Defense for Smart Grid Federated Learning.,CCNC,2024,"Atef H. Bondok, Mohamed Mahmoud 0001, Mahmoud M. Badr, Mostafa M. Fouda, Maazen Alsabaan",,https://doi.org/10.1109/CCNC51664.2024.10454744
DDoS Attacks in Communication: Analysis and Mitigation of Unreliable Clients in Federated Learning.,CCNC,2024,"Sogo Pierre Sanon, Rekha Reddy, Christoph Lipps, Hans Dieter Schotten",,https://doi.org/10.1109/CCNC51664.2024.10454783
Decentralized Cluster Head Selection in IoV using Federated Deep Reinforcement Learning.,CCNC,2024,"Chandler Scott, Mohammad S. Khan, Anirudh Paranjothi, Joshua Qiang Li",,https://doi.org/10.1109/CCNC51664.2024.10454753
Decentralized Defense: Leveraging Blockchain against Poisoning Attacks in Federated Learning Systems.,CCNC,2024,"Rashmi Thennakoon, Arosha Wanigasundara, Sanjaya Weerasinghe, Chatura Seneviratne, Yushan Siriwardhana, Madhusanka Liyanage",,https://doi.org/10.1109/CCNC51664.2024.10454688
Detecting Zero-Day Attack with Federated Learning Using Autonomously Extracted Anomalies in IoT.,CCNC,2024,"Takahiro Ohtani, Ryo Yamamoto, Satoshi Ohzahata",,https://doi.org/10.1109/CCNC51664.2024.10454669
Distance-Statistical Based Byzantine-Robust Algorithms in Federated Learning.,CCNC,2024,"Francesco Colosimo, Floriano De Rango",,https://doi.org/10.1109/CCNC51664.2024.10454840
Edge-Assisted Opportunistic Federated Learning for Distributed IoT Systems.,CCNC,2024,"Noor Khial, Alaa Awad Abdellatif, Amr Mohamed 0001, Aiman Erbad, Carla-Fabiana Chiasserini",,https://doi.org/10.1109/CCNC51664.2024.10454883
FedSafe-No KDC Needed: Decentralized Federated Learning with Enhanced Security and Efficiency.,CCNC,2024,"Mohamed I. Ibrahem, Mostafa M. Fouda, Zubair Md. Fadlullah",,https://doi.org/10.1109/CCNC51664.2024.10454870
On the Analysis of Model Poisoning Attacks Against Blockchain-Based Federated Learning.,CCNC,2024,"Rukayat Olapojoye, Mohamed Baza, Tara Salman",,https://doi.org/10.1109/CCNC51664.2024.10454875
Proactive Caching in the Edge-Cloud Continuum with Federated Learning.,CCNC,2024,"Ivan D. Zyrianoff, Leonardo Montecchiari, Angelo Trotta, Lorenzo Gigli, Carlos Kamienski, Marco Di Felice",,https://doi.org/10.1109/CCNC51664.2024.10454774
Robust Aggregation Technique Against Poisoning Attacks in Multi-Stage Federated Learning Applications.,CCNC,2024,"Yushan Siriwardhana, Pawani Porambage, Madhusanka Liyanage, Samuel Marchal, Mika Ylianttila",,https://doi.org/10.1109/CCNC51664.2024.10454789
Tram-FL: Routing-based Model Training for Decentralized Federated Learning.,CCNC,2024,"Kota Maejima, Takayuki Nishio, Asato Yamazaki, Yuko Hara-Azumi",,https://doi.org/10.1109/CCNC51664.2024.10454716
Enabling Rural IoV Communication through Decentralized Clustering and Federated Learning.,CCWC,2024,"Chandler Scott, Mohammad S. Khan, Anirudh Paranjothi, Joshua Qiang Li",,https://doi.org/10.1109/CCWC60891.2024.10427882
FedBayes: A Zero-Trust Federated Learning Aggregation to Defend Against Adversarial Attacks.,CCWC,2024,"Marc Vucovich, Devin Quinn, Kevin Choi, Christopher Redino, Abdul Rahman, Edward Bowen",,https://doi.org/10.1109/CCWC60891.2024.10427896
Optimal Obfuscation to Protect Client Privacy in Federated Learning.,CISS,2024,"Bo Guan, Shuangqing Wei, Amir Houmansadr, Hossein Pishro-Nik, Dennis Goeckel",,https://doi.org/10.1109/CISS59072.2024.10480208
Robust Over-the-Air Federated Learning.,CISS,2024,"Hwanjin Kim, Hongjae Nam, David J. Love",,https://doi.org/10.1109/CISS59072.2024.10480195
Enhancing Federated Learning robustness in Wireless Networks.,COMAD/CODS,2024,"Zubair Shaban, Ranjitha Prasad",,https://doi.org/10.1145/3632410.3632496
Exploiting Sparsity in Over-parameterized Federated Learning over Multiple Access Channels.,COMAD/CODS,2024,"Gagandeep Kaur, Ranjitha Prasad",,https://doi.org/10.1145/3632410.3632501
Federated Learning for Cold Start Recommendations.,COMAD/CODS,2024,,,https://doi.org/10.1145/3632410.3632497
Cost-Aware Hierarchical Federated Learning for Smart Healthcare.,COMSNETS,2024,"Himanshu Singh, Moirangthem Biken Singh, Pratik Prakash Kagale, Ajay Pratap",,https://doi.org/10.1109/COMSNETS59351.2024.10427335
Federated Learning for Wireless Applications: A Prototype.,COMSNETS,2024,"Varun Laxman Muttepawar, Arjun Mehra, Zubair Shaban, Ranjitha Prasad, Jagadeesh Harshan",,https://doi.org/10.1109/COMSNETS59351.2024.10426910
PraaKrum: A Practical Byzantine-Resilient Federated Learning Algorithm.,COMSNETS,2024,"Prabhleen Kukreja, V. Mahendran",,https://doi.org/10.1109/COMSNETS59351.2024.10427404
Towards an Efficient Federated Learning Framework with Selective Aggregation.,COMSNETS,2024,"Anirudha Kulkarni, Abhinav Kumar, Rajeev Shorey, Rohit Verma",,https://doi.org/10.1109/COMSNETS59351.2024.10426966
pFedGame - Decentralized Federated Learning Using Game Theory in Dynamic Topology.,COMSNETS,2024,"Monik Raj Behera, Suchetana Chakraborty",,https://doi.org/10.1109/COMSNETS59351.2024.10427470
A Bargaining-based Approach for Feature Trading in Vertical Federated Learning.,CoRR,2024,"Yue Cui, Liuyi Yao, Zitao Li, Yaliang Li, Bolin Ding, Xiaofang Zhou 0001",abs/2402.15247,https://doi.org/10.48550/arXiv.2402.15247
